NOMBRE,APELLIDO PATERNO,APELLIDO MATERNO,AÑO,MES,DIA,VISITAS AL ANTRO,EDAD,PROMEDIO GASTADO
GABRIELA,CRUZ,GARCIA,2002,4,17,4,22,1193
ANA,RODRIGUEZ,PEREZ,2003,5,15,2,21,745
PEDRO,HERNANDEZ,SANCHEZ,1994,5,10,11,30,5406
LUIS,PEREZ,GOMEZ,1994,11,4,9,30,3734
LAURA,PEREZ,SANCHEZ,2003,4,18,1,21,242
MARIA,LOPEZ,SANCHEZ,1992,6,19,15,32,6585
MARIA,LOPEZ,PEREZ,1996,4,2,3,28,670
ANA,GOMEZ,LOPEZ,2002,1,17,7,22,3382
ANA,CRUZ,PEREZ,1987,11,11,18,37,5624
MARIA,PEREZ,RODRIGUEZ,2001,9,17,10,23,3002
SOFIA,GOMEZ,PEREZ,1996,5,12,5,28,2283
ANA,LOPEZ,LOPEZ,1995,2,21,3,29,1057
PEDRO,CRUZ,HERNANDEZ,1990,11,6,6,34,2498
MARIA,GOMEZ,MARTINEZ,2000,10,3,3,24,1425
JUAN,CRUZ,RAMIREZ,2000,4,22,18,24,8292
MARIA,HERNANDEZ,SANCHEZ,1990,4,3,11,34,3319
SOFIA,SANCHEZ,SANCHEZ,1990,9,26,10,34,2949
FERNANDO,GARCIA,HERNANDEZ,1987,6,20,11,37,4817
GABRIELA,HERNANDEZ,HERNANDEZ,2005,4,21,18,19,5894
ANA,MARTINEZ,GARCIA,1995,10,6,8,29,3279
LUIS,HERNANDEZ,GOMEZ,1999,6,1,10,25,2961
JUAN,RODRIGUEZ,CRUZ,1995,1,18,14,29,4063
ANA,SANCHEZ,PEREZ,1992,11,5,13,32,5127
GABRIELA,HERNANDEZ,SANCHEZ,1997,9,16,8,27,1839
CARLOS,RAMIREZ,PEREZ,2005,4,28,12,19,3010
ANA,RODRIGUEZ,RODRIGUEZ,1995,2,12,1,29,386
CARLOS,MARTINEZ,HERNANDEZ,1987,12,14,1,37,340
PEDRO,MARTINEZ,MARTINEZ,1990,1,14,14,34,4265
JUAN,SANCHEZ,GOMEZ,2000,1,26,2,24,654
ANA,GARCIA,MARTINEZ,1986,8,12,13,38,5472
ANA,MARTINEZ,RAMIREZ,1993,10,10,7,31,2538
SOFIA,HERNANDEZ,GARCIA,2004,7,27,2,20,495
CARLOS,CRUZ,RAMIREZ,2004,1,7,16,20,6584
JUAN,PEREZ,LOPEZ,1989,8,13,1,35,393
LUIS,RODRIGUEZ,GOMEZ,1987,5,10,20,37,5221
SOFIA,MARTINEZ,GOMEZ,1998,11,6,9,26,2201
JUAN,GARCIA,GARCIA,1998,5,6,10,26,4770
SOFIA,GARCIA,CRUZ,1995,4,28,8,29,3195
LUIS,MARTINEZ,MARTINEZ,1998,10,19,10,26,4681
FERNANDO,GARCIA,RODRIGUEZ,1996,8,12,7,28,2536
MARIA,PEREZ,PEREZ,1990,6,23,20,34,9229
GABRIELA,LOPEZ,SANCHEZ,1992,3,28,10,32,4904
FERNANDO,MARTINEZ,RODRIGUEZ,2003,10,4,12,21,4930
MARIA,GOMEZ,HERNANDEZ,2004,6,27,18,20,7875
LUIS,RODRIGUEZ,GOMEZ,1985,10,10,2,39,608
CARLOS,PEREZ,MARTINEZ,1999,7,26,16,25,5654
FERNANDO,CRUZ,HERNANDEZ,2003,11,7,16,21,5694
ANA,HERNANDEZ,RAMIREZ,1991,7,20,9,33,1835
MARIA,LOPEZ,SANCHEZ,2001,8,15,10,23,3742
MARIA,PEREZ,RAMIREZ,1990,11,21,13,34,5317
JUAN,RAMIREZ,RAMIREZ,1996,3,14,8,28,3617
PEDRO,PEREZ,PEREZ,1996,3,11,12,28,5049
PEDRO,PEREZ,GARCIA,1991,3,21,16,33,4106
GABRIELA,SANCHEZ,LOPEZ,2003,5,22,18,21,8742
LUIS,HERNANDEZ,RODRIGUEZ,1985,10,25,15,39,7037
FERNANDO,HERNANDEZ,MARTINEZ,1986,12,28,3,38,931
SOFIA,PEREZ,PEREZ,2003,12,19,1,21,263
ANA,CRUZ,PEREZ,1998,3,16,16,26,5611
PEDRO,CRUZ,LOPEZ,2003,2,1,1,21,399
PEDRO,RAMIREZ,MARTINEZ,1995,3,2,10,29,2678
CARLOS,SANCHEZ,CRUZ,1988,11,16,3,36,678
LUIS,GARCIA,GARCIA,1997,1,1,7,27,3116
MARIA,RAMIREZ,HERNANDEZ,1987,2,5,20,37,4307
SOFIA,LOPEZ,RAMIREZ,1994,4,12,3,30,1314
LUIS,CRUZ,GARCIA,1985,12,18,1,39,352
JUAN,HERNANDEZ,GARCIA,1988,6,26,10,36,2331
LAURA,CRUZ,MARTINEZ,2000,1,23,1,24,449
JUAN,PEREZ,SANCHEZ,2004,3,18,3,20,809
GABRIELA,RAMIREZ,MARTINEZ,1991,5,24,19,33,7762
FERNANDO,SANCHEZ,SANCHEZ,1994,9,24,4,30,1632
LUIS,PEREZ,MARTINEZ,1999,6,2,6,25,2162
ANA,GOMEZ,PEREZ,1990,7,2,14,34,4552
GABRIELA,RAMIREZ,CRUZ,1985,12,25,12,39,2742
PEDRO,GOMEZ,PEREZ,1992,7,8,14,32,5297
MARIA,GARCIA,HERNANDEZ,1990,9,25,8,34,3236
FERNANDO,MARTINEZ,CRUZ,1997,2,2,16,27,5106
JUAN,RAMIREZ,GARCIA,1990,5,25,18,34,6890
FERNANDO,RAMIREZ,MARTINEZ,1997,5,13,6,27,2678
MARIA,PEREZ,HERNANDEZ,1990,8,18,5,34,2271
MARIA,LOPEZ,RODRIGUEZ,1995,8,4,9,29,1802
GABRIELA,LOPEZ,LOPEZ,1987,4,13,12,37,5010
PEDRO,GARCIA,RODRIGUEZ,2003,3,3,15,21,3262
CARLOS,HERNANDEZ,GOMEZ,1988,9,10,15,36,5444
MARIA,MARTINEZ,PEREZ,1987,4,28,16,37,4657
CARLOS,RAMIREZ,HERNANDEZ,2005,11,25,6,19,2313
CARLOS,SANCHEZ,GOMEZ,2005,12,9,3,19,1174
GABRIELA,RODRIGUEZ,HERNANDEZ,1993,11,16,15,31,3948
GABRIELA,RODRIGUEZ,GOMEZ,1991,9,3,13,33,5424
JUAN,GARCIA,RODRIGUEZ,1986,4,23,3,38,675
JUAN,RAMIREZ,GOMEZ,2000,4,1,13,24,4514
MARIA,RAMIREZ,RAMIREZ,1986,10,2,4,38,1415
FERNANDO,RAMIREZ,CRUZ,1988,3,19,10,36,2130
CARLOS,LOPEZ,GOMEZ,1985,11,3,3,39,987
LUIS,RAMIREZ,GARCIA,1993,5,13,3,31,757
GABRIELA,GARCIA,CRUZ,1996,10,28,18,28,8873
MARIA,LOPEZ,GARCIA,2002,7,20,17,22,8141
CARLOS,SANCHEZ,SANCHEZ,2000,6,8,20,24,7195
FERNANDO,HERNANDEZ,RODRIGUEZ,2000,4,4,3,24,1141
MARIA,PEREZ,CRUZ,2001,6,14,11,23,4136
CARLOS,LOPEZ,LOPEZ,1996,1,23,17,28,4206
PEDRO,MARTINEZ,HERNANDEZ,1988,7,20,15,36,5441
JUAN,RODRIGUEZ,CRUZ,1987,3,4,13,37,4628
SOFIA,GOMEZ,GOMEZ,2000,4,14,11,24,4165
LAURA,GARCIA,MARTINEZ,2002,4,22,8,22,2941
SOFIA,HERNANDEZ,RODRIGUEZ,1986,4,14,9,38,3613
SOFIA,RODRIGUEZ,RODRIGUEZ,1996,12,6,19,28,8102
CARLOS,GOMEZ,LOPEZ,2005,3,26,20,19,8392
GABRIELA,CRUZ,HERNANDEZ,1999,12,21,20,25,9885
FERNANDO,LOPEZ,MARTINEZ,1991,3,19,20,33,4495
FERNANDO,CRUZ,GARCIA,2002,5,9,13,22,4695
PEDRO,RODRIGUEZ,LOPEZ,1988,9,25,4,36,1565
LUIS,RAMIREZ,CRUZ,1995,3,13,17,29,3408
LAURA,PEREZ,MARTINEZ,1997,8,9,2,27,640
MARIA,PEREZ,LOPEZ,1991,11,1,7,33,3064
LAURA,PEREZ,RAMIREZ,1991,5,2,19,33,6238
ANA,SANCHEZ,HERNANDEZ,1997,9,15,4,27,1519
JUAN,GARCIA,HERNANDEZ,2005,10,11,18,19,6958
LUIS,RAMIREZ,RODRIGUEZ,1996,9,28,14,28,5005
CARLOS,LOPEZ,RAMIREZ,1990,2,11,10,34,2786
CARLOS,GOMEZ,MARTINEZ,1987,6,12,19,37,5524
SOFIA,LOPEZ,PEREZ,1992,12,21,15,32,5361
MARIA,PEREZ,RODRIGUEZ,2000,8,19,9,24,3376
MARIA,PEREZ,SANCHEZ,1999,8,5,18,25,6015
PEDRO,PEREZ,LOPEZ,1988,9,1,1,36,243
MARIA,GARCIA,SANCHEZ,1990,2,27,7,34,2936
ANA,RODRIGUEZ,RODRIGUEZ,1991,1,5,13,33,6349
LUIS,MARTINEZ,HERNANDEZ,2005,12,16,18,19,3649
LUIS,PEREZ,SANCHEZ,2000,10,7,7,24,3353
MARIA,SANCHEZ,PEREZ,2001,2,15,20,23,8180
ANA,RAMIREZ,RAMIREZ,1994,5,11,6,30,2817
SOFIA,GARCIA,RODRIGUEZ,1998,3,13,13,26,5647
PEDRO,PEREZ,GOMEZ,1999,10,23,3,25,1054
MARIA,GARCIA,GARCIA,2002,8,14,1,22,386
LAURA,PEREZ,RAMIREZ,1995,5,5,13,29,6305
JUAN,HERNANDEZ,SANCHEZ,1986,9,24,20,38,4807
PEDRO,SANCHEZ,RAMIREZ,1997,6,27,9,27,2451
JUAN,CRUZ,CRUZ,1986,1,10,1,38,201
FERNANDO,HERNANDEZ,GOMEZ,1985,2,27,10,39,3892
LUIS,SANCHEZ,RAMIREZ,1987,3,26,13,37,5031
FERNANDO,GARCIA,LOPEZ,2004,6,3,16,20,6681
LUIS,RAMIREZ,MARTINEZ,1998,12,27,5,26,1095
JUAN,SANCHEZ,GOMEZ,1995,6,5,14,29,3981
PEDRO,CRUZ,CRUZ,1997,3,16,16,27,3757
MARIA,LOPEZ,RODRIGUEZ,2004,5,15,8,20,2125
ANA,PEREZ,PEREZ,2005,7,19,10,19,4385
SOFIA,RAMIREZ,GOMEZ,1999,1,6,3,25,1316
LUIS,GARCIA,SANCHEZ,1988,2,6,1,36,333
PEDRO,MARTINEZ,GOMEZ,1997,8,13,2,27,966
ANA,RODRIGUEZ,RODRIGUEZ,1991,11,8,9,33,3414
PEDRO,GOMEZ,SANCHEZ,1994,6,2,16,30,7507
FERNANDO,LOPEZ,GARCIA,1992,10,17,17,32,6013
ANA,GOMEZ,GOMEZ,2002,5,24,14,22,5213
SOFIA,PEREZ,GARCIA,1985,8,1,5,39,2033
LUIS,CRUZ,RODRIGUEZ,1987,1,3,4,37,1416
ANA,GOMEZ,LOPEZ,1992,7,13,19,32,5533
GABRIELA,LOPEZ,RODRIGUEZ,2002,8,27,11,22,4709
LUIS,SANCHEZ,PEREZ,1999,12,4,1,25,203
LUIS,HERNANDEZ,PEREZ,1986,7,1,6,38,1736
CARLOS,GARCIA,HERNANDEZ,2003,4,23,10,21,2364
JUAN,GOMEZ,GOMEZ,2002,10,2,19,22,6203
FERNANDO,SANCHEZ,GARCIA,1996,6,25,19,28,7925
FERNANDO,RAMIREZ,LOPEZ,1986,12,6,14,38,5927
LUIS,GARCIA,LOPEZ,1997,10,4,6,27,1486
MARIA,CRUZ,PEREZ,1985,2,15,1,39,283
LAURA,RAMIREZ,HERNANDEZ,1992,1,6,16,32,3483
FERNANDO,GOMEZ,SANCHEZ,1989,1,25,7,35,2608
GABRIELA,GOMEZ,GARCIA,1996,12,10,12,28,2430
PEDRO,MARTINEZ,RODRIGUEZ,2000,1,5,15,24,7475
LUIS,RODRIGUEZ,RAMIREZ,1997,10,27,8,27,2160
PEDRO,GOMEZ,GARCIA,1998,12,10,19,26,5405
FERNANDO,GARCIA,GOMEZ,2000,1,10,6,24,1946
LAURA,SANCHEZ,RODRIGUEZ,1987,2,14,8,37,2427
JUAN,GOMEZ,LOPEZ,1990,9,2,13,34,2962
ANA,RODRIGUEZ,GOMEZ,2003,1,24,4,21,1038
JUAN,CRUZ,PEREZ,1992,6,3,14,32,3894
CARLOS,LOPEZ,MARTINEZ,1996,1,7,7,28,2341
FERNANDO,LOPEZ,RODRIGUEZ,1991,8,28,17,33,8057
JUAN,CRUZ,GOMEZ,1997,8,5,10,27,4055
JUAN,RAMIREZ,MARTINEZ,1989,3,24,1,35,213
GABRIELA,SANCHEZ,RODRIGUEZ,2004,8,13,1,20,359
JUAN,HERNANDEZ,HERNANDEZ,2003,6,5,12,21,4899
GABRIELA,RODRIGUEZ,HERNANDEZ,1985,4,2,2,39,411
FERNANDO,LOPEZ,HERNANDEZ,1986,11,25,12,38,5339
JUAN,PEREZ,GOMEZ,1997,2,15,6,27,1475
JUAN,RODRIGUEZ,HERNANDEZ,1996,5,18,12,28,2467
CARLOS,GARCIA,RAMIREZ,1997,11,18,19,27,6044
MARIA,RODRIGUEZ,RAMIREZ,1991,4,23,15,33,3207
JUAN,RAMIREZ,GARCIA,1986,12,7,17,38,8455
GABRIELA,HERNANDEZ,PEREZ,1995,2,5,19,29,6125
MARIA,PEREZ,HERNANDEZ,1990,12,20,10,34,3523
SOFIA,RODRIGUEZ,GOMEZ,1996,4,3,14,28,3923
SOFIA,RAMIREZ,MARTINEZ,1991,12,3,17,33,5132
PEDRO,GARCIA,RAMIREZ,1989,10,17,10,35,2066
FERNANDO,HERNANDEZ,HERNANDEZ,2005,3,19,8,19,3149
JUAN,PEREZ,CRUZ,1994,12,25,10,30,2782
ANA,LOPEZ,GOMEZ,1997,12,11,11,27,4692
Agustín,Meza,Piña,1984,10,10,12,,
Héctor,Arenas,Candelaria,1983,4,3,11,,
Homero,Rocha,Maldonado,2004,12,4,15,,
Clara,Porras,Hernández,1992,3,21,5,,
Francisco Javier,Peralta,Pérez,1999,8,3,20,,
Noemí,Marrero,Vélez,1996,5,1,17,,
Marco Antonio,Granados,Duarte,2002,8,10,3,,
María Elena,Llamas,Cervantes,1983,3,25,9,,
Ramón,Echeverría,Ceballos,1988,6,17,4,,
Guillermina,Lebrón,Caraballo,1990,9,11,4,,
Bruno,Acuña,Estrada,1982,2,21,9,,
Reynaldo,Matías,Tamayo,1981,6,11,1,,
Gabriela,Zavala,Ruelas,1994,6,17,5,,
Carla,de la Rosa,Hinojosa,2003,3,17,20,,
Eloisa,Gómez,Zamora,1990,8,5,5,,
Dolores,Archuleta,Ávila,1979,12,15,13,,
Elsa,Cadena,Arroyo,1996,10,5,7,,
Aurora,Malave,Estrada,1997,1,28,19,,
Jonás,Polanco,Crespo,1988,2,6,11,,
Nadia,Vaca,Verdugo,1985,7,25,7,,
María Elena,Olivo,Ferrer,1981,9,27,14,,
Olga,Ponce,Varela,2004,2,29,17,,
Miguel,Cornejo,Palomo,2000,8,29,17,,
Noelia,Sauceda,Bermúdez,1985,10,11,4,,
René,de la O,Mata,2001,1,21,18,,
Cynthia,Patiño,Muro,2001,9,17,4,,
Sergio,Pichardo,Perales,1989,10,16,16,,
Emiliano,Palacios,Pantoja,1999,10,28,4,,
Lorena,Sanches,Garrido,2004,7,18,17,,
María Luisa,Briones,Alarcón,2003,3,22,15,,
Rosalia,Rolón,Soto,1981,2,17,16,,
Irma,Miramontes,Meléndez,1996,5,16,6,,
Tania,Velasco,Leyva,2005,11,5,15,,
René,Tamayo,Becerra,1981,12,29,18,,
Ángel,Lucero,Enríquez,1989,3,18,11,,
Federico,Brito,Cadena,1999,5,9,5,,
Elias,Aponte,Madrigal,1994,10,10,14,,
Francisco,Bravo,Segovia,2000,8,11,9,,
Alonso,Almaraz,Ceballos,2002,8,4,13,,
Eugenia,Bravo,Pizarro,1984,5,16,3,,
Rosalia,Montoya,Bermúdez,1986,12,16,19,,
Estela,Rojas,Valverde,1983,1,3,17,,
Octavio,Garica,Sauceda,1995,8,31,11,,
Cristina,Reyna,Zavala,1992,8,29,8,,
Felix,Chávez,Carreón,1990,4,24,15,,
Mercedes,Santana,Bahena,1993,8,15,8,,
Esteban,Preciado,Rendón,1999,11,28,12,,
